"Company","Model","Buyer Gender","Buyer Age","Country","Color","New Car","Sale Price","Discount","Resell Price","Top Speed"
"GMC","Yukon XL 1500","Female","72","India","Teal","1","73017.56","0.5816","19246.66","241"
"Honda","Civic","Female","48","India","Teal","","85942.85","0.5764","46366.54","169.5"
"Mazda","RX-8","Female","46","India","Crimson","1","73935.78","0.6512","39774.77","125"
"Mazda","RX-7","Male","31","India","Puce","1","22134.38","0.4775","43923.26","175.2"
"Volkswagen","GTI","Male","20","India","Puce","1","31881.93","0.3151","33665.22","145.9"
"Dodge","Nitro","Male","37","India","Indigo","1","59903.9","0.2599","40543.34","200.9"
"Porsche","911","Male","33","India","Orange","1","62489.92","0.6125","23859.46","230.5"
"Toyota","Solara","Female","58","India","Mauv","","43005.88","0.2495","34361.37","183.3"
"Chevrolet","Tracker","Male","68","India","Indigo","","99125.9","0.4172","18084.74","193.2"
"GMC","Savana 3500","Female","66","India","Mauv","","63296.32","0.5563","6419.33","199.2"
"Toyota","Celica","Female","64","India","Turquoise","","84688.79","0.2392","45673.48","243.1"
"Ford","Fairlane","Male","39","India","Purple","1","52658.61","0.2209","43157.41","145.2"
"Audi","S6","Male","57","India","Aquamarine","1","37694.43","0.4415","4722.51","154.9"
"Volvo","V70","Male","69","India","Red","1","87452.52","0.3894","28504.23","220.7"
"Lexus","LS","Male","62","India","Puce","","23005.96","0.409","38721.65","136.5"
"Toyota","Camry","Female","26","India","Maroon","1","10215.68","0.4785","15584.07","208.4"
"Mazda","Familia","Male","72","India","Yellow","1","69282.12","0.1044","37872.6","248"
"Cadillac","Catera","Female","52","India","Orange","1","61465.64","0.1447","12731.77","182.5"
"Chevrolet","Corvette","Female","32","India","Turquoise","1","44871.18","0.2963","6156.27","242.4"
"Oldsmobile","Regency","Female","26","India","Goldenrod","1","13735","0.0079","46352.08","144.5"
"Oldsmobile","LSS","Female","65","India","Fuscia","","57946.69","0.5205","17110.17","122.8"
"Chrysler","Town & Country","Male","28","India","Mauv","1","35842.91","0.0308","16366.26","228.4"
"Mercedes-Benz","SL-Class","Male","46","India","Goldenrod","1","61304.09","0.1489","23528.34","204.3"
"Pontiac","Grand Prix","Female","30","India","Turquoise","","34722.39","0.0328","11733.82","207"
"Dodge","Grand Caravan","Female","57","India","Maroon","1","15379.93","0.2929","49154.6","226.6"
"Chevrolet","Suburban 2500","Female","43","India","Blue","","20677.14","0.4072","25594.87","203.7"
"Chevrolet","Suburban 2500","Male","58","India","Yellow","1","59565.08","0.0589","11637.03","236.7"
"Suzuki","Grand Vitara","Male","55","India","Green","","59326.01","0.2125","12226.69","142.5"
"Mitsubishi","Mirage","Male","60","India","Turquoise","1","53276.68","0.3094","40594.71","202.6"
"Dodge","Ram 2500","Female","59","India","Blue","1","10888.57","0.5581","17505","172"
"Porsche","911","Female","65","India","Yellow","","28084.8","0.2665","19770.02","139.7"
"Pontiac","G8","Male","26","India","Orange","","84585.65","0.4061","7105.64","137.7"
"Chevrolet","Lumina","Male","27","India","Indigo","1","39872.89","0.1981","2306.78","213.7"
"BMW","530","Female","37","India","Teal","","49880.65","0.6642","28846.37","162.7"
"Chevrolet","Camaro","Female","58","India","Indigo","","74299.67","0.2542","22144.76","143.3"
"Mercury","Cougar","Male","55","India","Khaki","","60418.85","0.4035","41169.86","128.8"
"Toyota","Yaris","Female","39","India","Fuscia","","92200.05","0.6993","18774.46","212.7"
"Pontiac","Trans Sport","Male","70","India","Teal","1","57416.8","0.5015","7625.15","183.1"
"Chevrolet","Aveo","Female","41","India","Violet","1","79939.44","0.6754","48194.89","233.8"
"Dodge","Avenger","Female","68","India","Maroon","","47775.67","0.5381","36003.36","217"
"Mitsubishi","Eclipse","Female","75","India","Teal","","67093.55","0.4916","25019.71","168.9"
"Volvo","S70","Male","59","India","Violet","","21327.59","0.2859","5389.37","239.4"
"Dodge","Ram 2500","Male","64","India","Khaki","","88095.8","0.325","41959.81","124.9"
"Ford","Contour","Female","65","India","Khaki","1","92674.75","0.4609","46565.52","201.2"
"Kia","Sorento","Female","72","India","Puce","1","39266.73","0.6828","35279.06","165.6"
"Mercedes-Benz","M-Class","Male","70","India","Indigo","","55940.8","0.6065","29211.66","182.2"
"Nissan","GT-R","Male","73","India","Red","1","58362.96","0.5679","15636.48","168"
"Dodge","Spirit","Female","24","India","Yellow","1","54207.86","0.0513","29319.76","192"
"Subaru","Outback","Female","31","India","Indigo","","70298.9","0.3789","25819.29","156.7"
"Dodge","Journey","Male","37","India","Teal","","45645.37","0.4913","2686.2","217.1"
"Chevrolet","Silverado 2500","Male","31","India","Teal","","84650.47","0.2072","30420.76","245.8"
"Mercedes-Benz","S-Class","Male","32","India","Purple","1","54758.44","0.2212","35662.2","165.6"
"Lincoln","Navigator","Female","42","India","Indigo","1","68462.97","0.1215","24670.83","235.3"
"Jeep","Liberty","Female","64","India","Maroon","1","36021.12","0.378","43118.73","130"
"BMW","Z4","Female","66","India","Purple","1","25569.97","0.0141","30474.87","162.3"
"Acura","RL","Female","48","India","Yellow","1","18744.82","0.3761","2139.11","183"
"Dodge","Ram 1500","Male","53","India","Turquoise","","39351.71","0.0143","36668.03","171.9"
"Subaru","Legacy","Male","45","India","Khaki","","30261.55","0.5566","31638.69","249.7"
"GMC","Yukon","Male","23","India","Fuscia","","15719.8","0.6265","48267.19","179.4"
"Suzuki","Vitara","Female","60","India","Turquoise","1","89949.47","0.3923","38198.39","159.9"
"Mercedes-Benz","S-Class","Male","52","India","Pink","","27490.41","0.5882","40799.14","227"
"BMW","5 Series","Female","36","India","Crimson","","60419.82","0.1791","13580.04","151.8"
"BMW","X3","Female","60","India","Mauv","","71640.67","0.45","30861.34","227.5"
"Bentley","Continental","Female","42","India","Crimson","1","56362.04","0.0043","26854.21","190.2"
"Mazda","Mazda6","Female","71","India","Blue","","63053.21","0.5271","5142.03","166.5"
"Buick","Verano","Male","70","India","Mauv","1","99359.08","0.0075","21254.21","245.2"
"Jaguar","XK Series","Female","70","India","Goldenrod","1","55451.76","0.5245","29490","176.8"
"Infiniti","Q","Male","32","India","Crimson","1","39371.05","0.1949","28344.45","244.5"
"Nissan","300ZX","Female","72","India","Goldenrod","","19882.18","0.5346","34443.2","131"
"Mercedes-Benz","S-Class","Female","60","India","Violet","","50530.77","0.0079","27751.75","248.9"
"Hyundai","Sonata","Female","20","India","Purple","1","24916.51","0.4156","34463.06","237"
"Dodge","Intrepid","Female","64","India","Blue","","52522.2","0.4796","2716.16","184.9"
"Aston Martin","DB9","Female","56","India","Puce","1","11580.72","0.1637","46154.66","193.5"
"Chevrolet","Lumina","Male","70","India","Violet","1","76947.88","0.0421","21177.96","151.7"
"Chevrolet","Malibu","Male","29","India","Purple","","96346.11","0.0286","43473.12","143"
"Cadillac","DTS","Male","53","India","Green","","16312.02","0.579","15611.99","162.7"
"Chevrolet","Colorado","Female","23","India","Blue","","45836.33","0.2499","48058.53","222.2"
"Dodge","Charger","Male","53","India","Blue","","66624","0.277","24816.68","135.2"
"Pontiac","Gemini","Male","50","India","Maroon","1","28520.02","0.3472","18938.95","247.4"
"Dodge","Caravan","Female","60","India","Maroon","","49393.32","0.0003","12892.21","141.3"
"Plymouth","Voyager","Female","68","India","Maroon","","22132.04","0.2029","49541.97","185.7"
"BMW","600","Female","26","India","Turquoise","","85620.91","0.2438","9967.76","138.1"
"Mercury","Grand Marquis","Male","33","India","Violet","","54903.78","0.3195","25601.75","217.5"
"Saturn","S-Series","Male","71","India","Violet","","17430.89","0.1945","11903.03","185.4"
"Jaguar","S-Type","Male","66","India","Purple","1","32203.84","0.0175","42873.87","152.1"
"Volkswagen","New Beetle","Male","33","India","Maroon","","23284.73","0.6469","10196.05","184.6"
"Mitsubishi","Galant","Female","69","India","Blue","1","34793.5","0.2575","14408.26","187.5"
"Subaru","SVX","Male","38","India","Orange","1","28729.39","0.196","27841.99","247.2"
"GMC","Canyon","Male","63","India","Indigo","1","41873.72","0.5763","23869.62","162.2"
"Plymouth","Acclaim","Female","37","India","Turquoise","","80113.02","0.517","28515.21","170"
"Chrysler","Voyager","Female","54","India","Turquoise","1","97032.15","0.0997","36014.78","170.8"
"Honda","CR-V","Female","22","India","Orange","1","28804.02","0.6883","19411.78","244.8"
"Nissan","Frontier","Female","72","India","Maroon","","71962.69","0.4719","27677.15","242.5"
"Mitsubishi","Galant","Male","33","India","Aquamarine","1","24109.2","0.5124","15778.83","216.3"
"Dodge","Caravan","Female","41","India","Purple","","39181.4","0.3434","30450.65","130.2"
"Dodge","Ram 1500","Female","35","India","Crimson","","73676.87","0.3524","45992.59","227.7"
"Volvo","V70","Male","71","India","Goldenrod","1","89237.58","0.5144","9085.91","179.9"
"Mazda","B-Series Plus","Female","34","India","Khaki","","79541.54","0.4388","5286.16","193.4"
"Infiniti","Q","Female","39","India","Aquamarine","1","41118.72","0.2542","39743.9","235.9"
"Mercedes-Benz","400SE","Female","44","India","Orange","1","90598.75","0.6004","49468.6","164.1"
"Pontiac","G8","Female","41","India","Crimson","1","84592.7","0.1002","2263.76","124.1"
"Subaru","Tribeca","Male","22","India","Goldenrod","1","30179.32","0.1681","22533.94","165.2"
"Dodge","Dakota","Female","41","India","Teal","1","53891.09","0.0181","31940.73","138.4"
"Volkswagen","Jetta","Female","73","India","Indigo","1","61416.49","0.1055","47409.26","232.8"
"Isuzu","Trooper","Male","44","India","Aquamarine","1","48812.56","0.0855","25452.26","124.2"
"Audi","RS 4","Female","25","India","Khaki","1","69513.14","0.6158","29078.09","160.2"
"Mercedes-Benz","400SEL","Male","56","India","Teal","","85441.8","0.2023","37133.55","222.8"
"Ford","Tempo","Female","40","India","Turquoise","1","81050.36","0.6858","44067.17","123.1"
"Lexus","GS","Male","26","India","Pink","","67309.98","0.572","20818.54","215.2"
"GMC","Yukon","Female","67","India","Turquoise","1","94463.32","0.3604","20598.9","159.4"
"Ford","Bronco","Male","21","India","Puce","","12301.54","0.0658","12735.33","187.8"
"Chevrolet","Malibu","Female","33","India","Red","1","30767.43","0.2179","38684.91","212.9"
"Mazda","Mazdaspeed 3","Female","60","India","Blue","1","38102.92","0.6758","5708.46","135.9"
"Ford","Crown Victoria","Female","20","India","Fuscia","","26207.48","0.1065","30295.41","141.6"
"Buick","Regal","Male","42","India","Green","1","84500.2","0.316","38034.34","238.7"
"Porsche","911","Male","61","India","Green","1","22809.78","0.307","35649.67","203.5"
"Infiniti","FX","Male","21","India","Goldenrod","","36478.32","0.1042","18410.67","232.8"
"Saab","9-7X","Male","65","India","Crimson","1","26583.03","0.2972","23824.57","173.1"
"Ford","Crown Victoria","Male","59","India","Teal","1","93311.66","0.5677","16080.92","161.9"
"BMW","X6","Male","62","India","Pink","","52381.23","0.3954","33660.56","145.7"
"Infiniti","G","Male","67","India","Green","1","21749.2","0.3294","37767.77","144"
"Chevrolet","Cobalt","Male","59","India","Turquoise","","42313.87","0.1345","15503.61","194.7"
"Mercury","Milan","Male","43","India","Aquamarine","","87477.83","0.3955","23721.1","174"
"Geo","Tracker","Female","34","India","Orange","","30954.06","0.5077","12025.11","121.8"
"Dodge","Ram 1500 Club","Female","33","India","Mauv","1","74515.48","0.3699","11090.65","241.3"
"GMC","Savana 1500","Female","34","India","Blue","","80084.82","0.2334","2005.44","158.7"
"Chrysler","Imperial","Female","43","India","Indigo","","52174.6","0.2106","4680.94","152.7"
"Nissan","300ZX","Female","55","India","Pink","1","43937.42","0.1393","49011.09","174.4"
"Toyota","Camry","Male","57","India","Fuscia","","93214.03","0.6847","9128.59","203.6"
"Chevrolet","Cavalier","Female","33","India","Orange","","82048.58","0.6116","37057.84","149.5"
"Ram","1500","Female","61","India","Green","1","41270.06","0.376","37531.04","145.2"
"Audi","A8","Female","42","India","Violet","","19039.93","0.1574","44553.88","216"
"Dodge","Avenger","Male","57","India","Red","","19124.5","0.6609","15759.75","208.1"
"Mazda","Familia","Male","24","India","Green","","58182.26","0.5925","27457.72","235"
"Ford","Bronco II","Female","20","India","Violet","1","15907.05","0.2381","32029.19","178.1"
"Kia","Spectra","Male","42","India","Violet","","55512.38","0.1583","17431.15","221.2"
"Toyota","Avalon","Female","22","India","Green","","10669.6","0.5052","23214.83","249.4"
"Mercedes-Benz","C-Class","Female","53","India","Pink","","37965.18","0.2528","30803.16","167.5"
"Mercedes-Benz","E-Class","Female","40","India","Teal","","49387.5","0.4489","40688.19","174.9"
"Mazda","Millenia","Male","37","India","Turquoise","1","88540.1","0.0663","28657.37","245.4"
"BMW","325","Female","62","India","Green","","44249.68","0.4738","17825.49","165.8"
"Hyundai","Accent","Female","60","India","Yellow","","88454.07","0.6536","31149.66","160.3"
"Oldsmobile","Bravada","Female","47","India","Teal","1","26852.36","0.5703","29958.85","187.8"
"GMC","Sierra 2500","Female","56","India","Khaki","1","85999.73","0.305","45402.86","165.5"
"Subaru","Baja","Female","25","India","Aquamarine","","13850.73","0.3288","41007.72","147.2"
"GMC","Sierra","Male","75","India","Crimson","1","82107.45","0.2477","11347.34","161.1"
"Mercury","Grand Marquis","Male","39","India","Orange","1","62639.47","0.6352","29178.95","180.6"
"Mercedes-Benz","Sprinter","Female","54","India","Aquamarine","","79967.89","0.281","19645.1","238.6"
"Chevrolet","Suburban 2500","Female","41","India","Purple","","57902.84","0.5398","49297.46","154.9"
"Cadillac","Eldorado","Female","39","India","Puce","1","31351.87","0.575","5454.08","217"
"Volkswagen","Corrado","Female","24","India","Purple","1","55178.97","0.3112","8388.76","220.9"
"Dodge","Ram 2500","Female","43","India","Crimson","","55931.91","0.5761","29702.23","237.4"
"Dodge","Ram Van 3500","Male","42","India","Goldenrod","","61715.1","0.1854","17204.37","228.5"
"Toyota","Camry Hybrid","Female","46","India","Red","","92382.97","0.631","24225.07","184.7"
"Infiniti","G35","Female","44","India","Green","1","69721.2","0.1921","9288.08","186.4"
"Toyota","Highlander","Female","24","India","Mauv","1","89879.56","0.3955","5572.06","137.3"
"Hummer","H2","Male","23","India","Yellow","","18260.63","0.4094","20832.57","176.5"
"Pontiac","Grand Prix","Female","61","India","Purple","","64229.73","0.0609","27269.22","181.5"
"Chevrolet","Corvette","Male","33","India","Goldenrod","","18374.04","0.4761","22718.31","167.4"
"Subaru","Leone","Female","23","India","Aquamarine","","16202.08","0.5268","29137.61","207.5"
"Dodge","Dakota","Male","61","India","Indigo","1","25868.26","0.6488","49046.93","166.4"
"Honda","Civic Si","Female","74","India","Green","","83230.13","0.0965","35811.98","132.9"
"BMW","6 Series","Male","60","India","Turquoise","1","81395.79","0.1085","19442.83","144.8"
"Cadillac","STS-V","Male","35","India","Orange","1","51590.96","0.6529","18625.49","169"
"Volvo","940","Male","62","India","Fuscia","","42767.38","0.6842","14528.98","231.1"
"Jaguar","XK Series","Male","44","India","Violet","1","99599.61","0.4619","45626.05","195"
"Chevrolet","S10","Female","75","India","Turquoise","","91064.86","0.2961","38643.87","235.9"
"Ford","E250","Female","23","India","Violet","1","80991.78","0.0257","21058.9","197"
"Mitsubishi","Galant","Female","46","India","Aquamarine","1","60102.09","0.1752","18346.83","132.8"
"Lincoln","Navigator","Female","59","India","Mauv","1","50679.8","0.5467","42258.96","189.9"
"BMW","M3","Male","27","India","Crimson","","27186.44","0.5697","17528.41","209.6"
"Toyota","Land Cruiser","Male","66","India","Violet","","89105.55","0.0245","25718.96","149.3"
"Honda","Accord","Female","66","India","Aquamarine","","70943","0.473","18083.03","211.5"
"GMC","2500","Male","73","India","Purple","","25320.67","0.6607","12840.56","249.3"
"Mitsubishi","Eclipse","Female","47","India","Mauv","","91680.28","0.3978","34978.73","193.1"
"Audi","Q5","Female","73","India","Puce","","78985.67","0.6981","12054.29","213.5"
"Mazda","MX-5","Female","48","India","Khaki","","51996.53","0.1019","8158.97","224.2"
"Toyota","Tacoma","Female","42","India","Pink","1","10941.95","0.3626","19616.48","124.6"
"Dodge","Ram Van 1500","Male","39","India","Fuscia","1","73892","0.2227","18157.14","157.4"
"Mitsubishi","Eclipse","Male","67","India","Khaki","","90300.17","0.4389","9141.29","155"
"BMW","X6","Male","29","India","Khaki","","65174.16","0.4035","40801.27","144.6"
"Mercedes-Benz","SL-Class","Female","41","India","Blue","1","67581.19","0.1586","3553.05","209.5"
